FID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,1400000US42115032200,32200,42, Pennsylvania,PA,42115, Susquehanna,42115032200,"Census Tract 322, Susquehanna County, Pennsylvania",36.86390428,4041,242,1983,55,1789,77,509,143,138,42,21995,1702,365,78,716,88,782,135,872,116,156,48.8,41,345.8,13,42.7,115,19.6,321,78,34,21.1,162,39,0,10,12.6,3.4,7.1,2.1,21995,1702,12.3,2.5,17.7,2.3,19.4,3.1,21.6,3.1,8.7,2.7,1,8.6,0.3,1.1,5.8,1,16.2,3.9,1.9,1.2,9.1,2.2,0,0.2,0.5821,0.4356,0.7128,0.6465,2.3769,0.6455,0.6266,0.3573,0.9207,0.6225,2.5271,0.7938,0.0333,0.4049,0.4381,0.1903,0.6104,0.9344,0.7743,0.5843,0,2.9033,0.769,8.2454,0.6827,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,648,146,16,3.5,2134
-1,1400000US42083420600,420600,42, Pennsylvania,PA,42083, McKean,42083420600,"Census Tract 4206, McKean County, Pennsylvania",138.4203473,5481,247,2597,99,2257,103,684,143,240,48,22902,1386,450,76,1032,69,1253,134,897,99,183,46,178,350,4,58.3,22,11.4,405,60,47,24.4,138,40,6,10,12.6,2.5,9.5,1.8,22902,1386,11.7,1.9,18.8,1.4,22.9,2.2,16.4,1.7,8.1,2,3.2,6.4,0.1,1.1,0.8,0.4,15.6,2.2,2.1,1.1,6.1,1.7,0.1,0.2,0.5821,0.6688,0.6705,0.6113,2.5328,0.6921,0.7006,0.6576,0.7124,0.5827,2.6533,0.8433,0.1897,0.2491,0.4387,0.1906,0.3203,0.9288,0.7979,0.4359,0.3256,2.8085,0.7307,8.4333,0.7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,520,126,9.5,2.2,3469
-1,1400000US42005950900,950900,42, Pennsylvania,PA,42005, Armstrong,42005950900,"Census Tract 9509, Armstrong County, Pennsylvania",16.76173107,5103,145,2425,158,2213,148,642,209,222,91,24067,2354,387,154,1184,138,864,132,1198,258,149,68.6,57,214.5,0,60,12,17,278,105,5,17,223,114,14,15,12.6,4,9.5,3.7,24067,2354,10.1,3.9,23.2,2.8,16.9,2.5,23.5,5,6.7,3.1,1.1,4.2,0,1.2,0.5,0.7,11.5,4.3,0.2,0.8,10.1,5,0.3,0.3,0.5821,0.6688,0.6098,0.5149,2.3757,0.6449,0.9017,0.1838,0.9502,0.4708,2.5065,0.787,0.0401,0,0.0401,0.0246,0.278,0.8682,0.3567,0.6175,0.4726,2.593,0.6322,7.5153,0.5616,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,331,96,6.5,1.9,4476
-1,1400000US42007602900,602900,42, Pennsylvania,PA,42007, Beaver,42007602900,"Census Tract 6029, Beaver County, Pennsylvania",28.65838041,2848,209,1150,40,1046,52,359,113,157,57,24159,1946,149,47,382,50,738,153,401,81,95,39.9,227,262.6,0,40,0,14.1,267,50,27,26.6,70,34,11,6,12.6,4,10.8,3.7,24159,1946,7.6,2.3,13.4,1.7,25.9,5,14.1,2.8,9.1,3.8,8,9.2,0,1.4,0,1.2,23.2,4.3,2.6,2.5,6.7,3.3,0.4,0.2,0.5821,0.7466,0.6054,0.347,2.2811,0.6108,0.3053,0.8346,0.5442,0.6471,2.3312,0.6943,0.4073,0,0.4073,0.1667,0,0.9813,0.8483,0.4705,0.5208,2.8209,0.7369,7.8405,0.6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,223,65,7.8,2.5,4061
-1,1400000US42131400200,400200,42, Pennsylvania,PA,42131, Wyoming,42131400200,"Census Tract 4002, Wyoming County, Pennsylvania",144.7486317,4178,186,2151,42,1647,69,525,119,145,50,25621,2090,284,57,654,74,938,114,666,93,127,41.3,108,265.2,4,36.3,0,14.1,262,49,22,18,31,19,6,6,12.6,2.9,7.3,2.5,25621,2090,9.6,1.9,15.7,1.9,22.5,2.5,15.9,2.2,7.7,2.5,2.6,6.3,0.1,0.9,0,0.7,12.2,2.3,1.3,1.1,1.9,1.1,0.1,0.1,0.5821,0.4586,0.5307,0.4888,2.0602,0.5347,0.4664,0.6256,0.6788,0.555,2.3259,0.6906,0.1396,0.2565,0.3961,0.1604,0,0.8778,0.6685,0.1194,0.3626,2.0283,0.3473,6.8105,0.4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,92,10.7,2.2,5754
-1,1400000US42101002802,2802,42, Pennsylvania,PA,42101, Philadelphia,42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",0.14003572,5532,601,2488,52,2201,163,698,377,217,120,26243,3391,1178,292,894,156,874,165,855,219,142,106.9,1776,718.1,818,287.6,0,21.2,0,15,61,49.9,905,197,51,60,12.6,6.5,7.2,3.5,26243,3391,27.1,5.6,16.2,2.8,15.8,2.4,15.5,3.4,6.5,4.8,32.1,12.5,15.8,5.3,0,0.9,0,1,2.8,2.3,41.1,8.2,0.9,1.1,0.5821,0.4475,0.5022,0.9499,2.4817,0.679,0.4997,0.1393,0.6524,0.4437,1.7351,0.324,0.7833,0.9813,1.7646,0.9232,0,0,0.8595,0.9322,0.6477,2.4394,0.5519,8.4207,0.7037,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,944,443,17.1,6.8,4062
-1,1400000US42041012400,12400,42, Pennsylvania,PA,42041, Cumberland,42041012400,"Census Tract 124, Cumberland County, Pennsylvania",3.13186521,7054,443,2867,155,2691,165,711,384,271,131,33080,3771,431,141,1525,186,1123,203,633,176,143,77,1107,650.2,53,76.2,140,73.5,0,15,41,45.2,137,67,1365,358,12.6,6.7,7.3,3.6,33080,3771,9.2,2.9,21.6,2.5,15.9,2.7,9.8,2.7,5.3,2.8,15.7,9.2,0.8,1.1,4.9,2.6,0,0.9,1.5,1.7,5.1,2.5,19.4,4.9,0.5821,0.4586,0.2513,0.4583,1.7503,0.4309,0.8489,0.1433,0.2313,0.3333,1.5569,0.2279,0.6076,0.5634,1.171,0.6157,0.5737,0,0.7093,0.366,0.9549,2.6039,0.6374,7.0821,0.4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,145,105,2.2,1.6,10657
-1,1400000US42073010300,10300,42, Pennsylvania,PA,42073, Lawrence,42073010300,"Census Tract 103, Lawrence County, Pennsylvania",1.05353027,2472,209,631,48,561,50,161,71,19,14,17097,2086,61,48,427,84,251,40,186,46,8,12.8,87,295.6,0,40,84,24.4,0,10,5,5.7,55,24,1207,217,12.7,5.4,1.9,1.4,17097,2086,6.2,4.6,17.3,3,10.2,1.4,7.9,2,1.4,2.3,3.5,12,0,1.7,13.3,3.7,0,3.9,0.9,1,9.8,4.4,48.8,7.7,0.5846,0.0196,0.8639,0.2544,1.7224,0.4227,0.5886,0.047,0.1194,0.0485,0.8035,0.0429,0.204,0,0.204,0.0827,0.7932,0,0.5625,0.6067,0.9873,2.9496,0.7858,5.6795,0.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,122,40,5.2,1.7,6198
-1,1400000US42101031700,31700,42, Pennsylvania,PA,42101, Philadelphia,42101031700,"Census Tract 317, Philadelphia County, Pennsylvania",0.3404215,6281,609,2405,48,2227,115,777,379,314,146,20798,3013,705,180,640,88,1706,400,630,218,285,126.3,3607,728.6,372,192.9,59,58.5,0,15,46,45.5,408,139,5,9,12.7,5.8,9.8,4.3,20798,3013,17.4,4.5,10.2,1.5,27.2,5.8,10,3.5,12.8,5.6,57.4,10.2,6.4,3.3,2.5,2.4,0,1,2.1,2,18.3,6.2,0.1,0.1,0.5846,0.6922,0.7588,0.8355,2.871,0.7835,0.1443,0.8787,0.2394,0.8007,2.0631,0.5224,0.8731,0.9251,1.7982,0.9372,0.4506,0,0.796,0.7876,0.292,2.3262,0.4963,9.0585,0.7838,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,921,342,14.7,4.9,3259
-1,1400000US42033331000,331000,42, Pennsylvania,PA,42033, Clearfield,42033331000,"Census Tract 3310, Clearfield County, Pennsylvania",75.2853838,4899,265,2436,147,2008,131,620,191,191,69,21029,2102,497,124,892,144,1043,128,881,174,114,55.9,40,371.2,22,46.1,0,14.1,576,131,3,11.2,112,67,1,3,12.7,3.7,7.6,2.7,21029,2102,14.4,3.2,18.2,2.8,21.3,2.3,18,3.3,5.7,2.8,0.8,7.6,0.5,1,0,0.6,23.6,5.2,0.1,0.6,5.6,3.3,0,0.1,0.5846,0.4944,0.7497,0.7441,2.5728,0.7031,0.6629,0.5345,0.8029,0.3719,2.3722,0.7174,0.0264,0.4652,0.4916,0.2226,0,0.9835,0.3433,0.3993,0.2077,1.9338,0.3078,7.3703,0.5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,381,111,7.8,2.2,4600
-1,1400000US42111021300,21300,42, Pennsylvania,PA,42111, Somerset,42111021300,"Census Tract 213, Somerset County, Pennsylvania",178.2316489,3504,139,1896,46,1362,48,441,76,130,28,22159,1004,394,49,659,48,721,70,571,68,70,19.7,20,197.3,25,39.2,5,11.2,283,37,19,10.8,108,18,24,19,12.7,2.1,7.7,1.6,22159,1004,15.8,1.9,18.8,1.3,20.6,1.8,16.3,1.7,5.1,1.4,0.6,5.6,0.7,1.2,0.3,0.6,14.9,1.9,1.4,0.8,7.9,1.3,0.7,0.5,0.5846,0.5075,0.7043,0.7938,2.5902,0.7087,0.7006,0.4661,0.7052,0.3159,2.1878,0.6035,0.0187,0.5569,0.5756,0.2687,0.2435,0.9179,0.6803,0.5292,0.6076,2.9785,0.7938,8.3321,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,436,74,12.4,2,1166
-1,1400000US42033330100,330100,42, Pennsylvania,PA,42033, Clearfield,42033330100,"Census Tract 3301, Clearfield County, Pennsylvania",22.47909512,4835,450,2127,192,1938,171,563,221,166,95,23236,2854,430,133,1263,171,998,184,420,109,224,123,130,655,18,42.5,67,32,49,53,23,32.6,139,64,409,137,12.7,5,7.3,4.1,23236,2854,12.1,3.8,26.1,3,20.6,3.3,9.5,2.3,11.6,6.3,2.7,13.5,0.4,0.9,3.1,1.5,2.3,2.5,1.2,1.7,7.2,3.3,8.5,2.7,0.5846,0.4586,0.6558,0.634,2.3331,0.6302,0.9465,0.472,0.2108,0.7572,2.3865,0.7267,0.148,0.4297,0.5777,0.2702,0.4922,0.6732,0.6334,0.4988,0.9195,3.217,0.8772,8.5143,0.7171,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,338,158,7.6,3.6,7624
-1,1400000US42101033900,33900,42, Pennsylvania,PA,42101, Philadelphia,42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",0.44060261,3049,372,1293,30,1198,68,386,249,124,76,23426,3169,374,227,404,59,760,178,604,228,79,49,761,466.8,58,66.7,308,84.4,0,10,43,43.2,178,76,1,2,12.7,7.4,9,5.4,23426,3169,18.4,9.7,13.3,2.6,24.9,5,19.8,6.3,6.6,4.1,25,15,2.1,2.4,23.8,6.5,0,1.9,3.6,3.6,14.9,6.3,0,0.1,0.5846,0.6306,0.6449,0.8601,2.7201,0.7456,0.2988,0.7895,0.8747,0.4593,2.4223,0.7475,0.7295,0.7895,1.519,0.8063,0.908,0,0.907,0.7307,0.2348,2.7805,0.7229,9.4418,0.8263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,306,156,10,4.8,7302
-1,1400000US42121201500,201500,42, Pennsylvania,PA,42121, Venango,42121201500,"Census Tract 2015, Venango County, Pennsylvania",98.16388639,3617,182,2753,55,1541,77,457,111,115,35,24115,1223,308,68,759,76,705,95,586,70,99,34.7,192,257.4,20,40.8,39,13.6,463,75,10,6.7,70,23,9,19,12.7,2.9,6.5,1.9,24115,1223,11.4,2.4,21,2.1,19.5,2.4,16.2,1.8,6.4,2.2,5.3,7.1,0.6,1.2,1.4,0.5,16.8,2.7,0.6,0.4,4.5,1.5,0.2,0.5,0.5846,0.3716,0.6064,0.593,2.1555,0.5738,0.8252,0.3688,0.6978,0.4415,2.3333,0.6947,0.2904,0.5037,0.7942,0.3961,0.3694,0.9428,0.4789,0.3197,0.459,2.5697,0.6197,7.8527,0.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,333,69,9.2,1.9,2353
-1,1400000US42081010700,10700,42, Pennsylvania,PA,42081, Lycoming,42081010700,"Census Tract 107, Lycoming County, Pennsylvania",32.01956859,5939,280,2497,123,2358,126,753,254,352,147,24347,1374,384,95,973,97,1363,136,876,109,180,63.9,136,391.1,26,56,86,28.7,300,63,18,14.9,63,25,0,15,12.7,4.6,10.8,4.6,24347,1374,9.4,2.3,16.4,1.4,22.9,2,14.7,1.9,7.6,2.7,2.3,6.6,0.5,1,3.4,1.1,12,2.5,0.8,0.6,2.7,1,0,0.3,0.5846,0.7466,0.5964,0.4726,2.4002,0.6524,0.5162,0.6636,0.5905,0.5485,2.3187,0.6872,0.1166,0.4639,0.5805,0.2718,0.5062,0.8747,0.5224,0.1775,0,2.0808,0.371,7.3803,0.5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,116,7.4,2,4405
-1,1400000US42097080500,80500,42, Pennsylvania,PA,42097, Northumberland,42097080500,"Census Tract 805, Northumberland County, Pennsylvania",25.17529017,3715,17,1559,101,1458,80,453,218,179,83,27376,2734,356,133,885,120,616,130,546,151,41,32.8,184,177.8,19,42.4,70,34.7,183,83,21,26.9,32,20,161,74,12.7,6.1,8.9,4,27376,2734,12.5,4.6,23.8,3.2,16.6,3.5,15.2,4.2,2.8,2.2,5,4.8,0.5,1.2,4.5,2.2,11.7,5.2,1.4,1.8,2.2,1.3,4.3,2,0.5846,0.6247,0.4471,0.657,2.3134,0.622,0.9139,0.1698,0.6303,0.115,1.829,0.3775,0.2767,0.4873,0.764,0.3787,0.5541,0.8713,0.6903,0.1405,0.8563,3.1126,0.8473,8.0189,0.6421,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,226,112,6.3,3.1,5367
-1,1400000US42129805000,805000,42, Pennsylvania,PA,42129, Westmoreland,42129805000,"Census Tract 8050, Westmoreland County, Pennsylvania",15.66703267,3846,186,1667,115,1497,97,489,201,78,43,27453,3305,177,70,669,114,798,134,743,179,92,56.9,52,269.5,0,40,0,14.1,171,74,5,12.8,86,55,5,7,12.7,5.1,4.3,2.4,27453,3305,6.6,2.6,17.4,3,20.7,3.3,19.3,4.5,6.1,3.8,1.4,7,0,1.1,0,0.8,10.3,4.3,0.3,0.9,5.7,3.6,0.1,0.2,0.5846,0.1381,0.4427,0.2808,1.4462,0.3229,0.5983,0.4804,0.8535,0.4195,2.3517,0.7021,0.0525,0,0.0525,0.0302,0,0.8504,0.3766,0.4076,0.3464,1.981,0.328,5.8314,0.2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,113,9.6,3.1,2231
-1,1400000US42089300401,300401,42, Pennsylvania,PA,42089, Monroe,42089300401,"Census Tract 3004.01, Monroe County, Pennsylvania",19.42436961,4616,427,2344,147,1711,157,584,231,452,154,30124,4239,352,140,582,179,910,270,523,167,147,78.4,1190,643.2,7,40.5,0,14.1,88,46,0,14.1,45,33,1,4,12.7,5,17.9,5.1,30124,4239,10.8,4.4,12.6,4,19.7,5.6,11.3,3.5,8.6,4.5,25.8,13.7,0.2,0.9,0,0.6,3.8,2,0,0.8,2.6,1.9,0,0.1,0.5846,0.9089,0.3357,0.5575,2.3867,0.648,0.255,0.385,0.3274,0.6144,1.5818,0.2391,0.7369,0.2823,1.0193,0.5401,0,0.7313,0,0.1676,0.2114,1.1104,0.0877,6.0982,0.3107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,649,228,14.1,4.7,7213
-1,1400000US42003270800,270800,42, Pennsylvania,PA,42003, Allegheny,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",0.4906534,2801,179,1335,49,1256,69,347,156,132,61,31408,3538,112,56,570,118,451,66,360,99,54,34,619,269.9,9,41.2,153,45.6,0,10,10,18,163,64,45,51,12.7,5.5,8.5,3.9,31408,3538,5.2,2.6,20.3,3.9,16.1,2.1,13,3.5,4.3,2.7,22.1,9.5,0.3,1.5,11.5,3.4,0,1.9,0.8,1.4,13,5,1.6,1.8,0.5846,0.5911,0.2969,0.1968,1.6694,0.4027,0.7929,0.1505,0.4577,0.2335,1.6346,0.268,0.699,0.4017,1.1007,0.5836,0.76,0,0.5326,0.6943,0.7183,2.7052,0.6825,7.1101,0.4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,119,7.9,4.2,1267
-1,1400000US42065950500,950500,42, Pennsylvania,PA,42065, Jefferson,42065950500,"Census Tract 9505, Jefferson County, Pennsylvania",1.47525675,1991,121,1006,58,952,48,245,105,75,41,22345,2168,84,48,470,79,350,78,332,90,84,37.5,51,177.6,0,40,90,39.4,9,8,4,12.2,122,51,73,62,12.8,5.3,7.4,4.2,22345,2168,5.6,3.1,23.6,3.9,17.6,3.8,17.3,4.8,8.8,3.9,2.6,8.9,0,2.1,8.9,3.9,0.9,0.8,0.4,1.3,12.8,5.4,3.7,3.1,0.5883,0.4729,0.6968,0.2177,1.9757,0.5084,0.9104,0.2192,0.7674,0.6294,2.5264,0.7932,0.1377,0,0.1377,0.0609,0.7096,0.5749,0.3968,0.6884,0.8361,3.2058,0.8744,7.8458,0.6211,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,153,53,8,2.9,2948
-1,1400000US42053530201,530201,42, Pennsylvania,PA,42053, Forest,42053530201,"Census Tract 5302.01, Forest County, Pennsylvania",99.02041738,1207,179,2061,76,579,99,153,52,47,22,22600,2903,95,28,395,67,191,72,321,66,17,12.2,74,242.1,11,39.2,71,25.5,423,57,6,6.4,45,17,0,10,12.8,3.9,9.6,4.3,22600,2903,9.6,2.4,32.7,5.7,15.8,5.5,26.6,4.5,2.9,2,6.1,20,1,3.5,3.4,1.2,20.5,2.9,1,1.1,7.8,2.7,0,0.8,0.5883,0.6785,0.6862,0.4888,2.4418,0.6671,0.9879,0.1409,0.9792,0.1228,2.2307,0.6303,0.3321,0.6259,0.958,0.4941,0.5068,0.9698,0.5961,0.5243,0,2.597,0.6343,8.2275,0.6793,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,94,35,7.8,2.5,1247
-1,1400000US42097082400,82400,42, Pennsylvania,PA,42097, Northumberland,42097082400,"Census Tract 824, Northumberland County, Pennsylvania",0.95990556,2904,22,1529,98,1297,84,371,207,71,39,23234,2250,307,80,643,79,591,59,543,141,41,32.2,64,69.6,0,40,124,64.6,26,35,18,26,124,54,14,6,12.8,7.1,5.4,3.1,23234,2250,14.3,3.7,22.1,2.7,20.4,2,18.7,4.8,3.2,2.5,2.2,2.4,0,1.4,8.1,4.2,1.7,2.3,1.4,2,9.6,3.9,0.5,0.2,0.5883,0.2475,0.6564,0.7397,2.232,0.5976,0.8688,0.4471,0.8302,0.1374,2.2836,0.6679,0.1107,0,0.1107,0.0507,0.6891,0.6465,0.6775,0.602,0.5529,3.1679,0.8647,7.7942,0.6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,86,4.5,3,1549
-1,1400000US42129802500,802500,42, Pennsylvania,PA,42129, Westmoreland,42129802500,"Census Tract 8025, Westmoreland County, Pennsylvania",0.56311818,2436,185,1176,67,1104,86,311,166,49,35,23646,2447,102,54,426,49,443,109,328,101,126,64.1,245,242.6,2,38.9,77,60.8,8,12,0,14.1,77,56,8,7,12.8,6.6,3.6,2.6,23646,2447,5.6,2.8,17.5,2.2,18.2,4.3,13.5,3.8,11.4,5.7,10.1,9.9,0.1,1.7,6.5,5.2,0.7,1.1,0,1.3,7,4.8,0.3,0.3,0.5883,0.084,0.6345,0.2177,1.5245,0.3473,0.6088,0.2627,0.4975,0.7522,2.1213,0.5603,0.4779,0.254,0.732,0.3601,0.6359,0.5479,0,0.4882,0.4997,2.1716,0.4151,6.5493,0.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,114,9.1,4.7,2035
-1,1400000US42127961200,961200,42, Pennsylvania,PA,42127, Wayne,42127961200,"Census Tract 9612, Wayne County, Pennsylvania",30.5566617,4180,17,3104,210,1672,140,537,262,121,63,23873,3354,372,150,971,167,760,155,900,182,80,55.9,433,202.7,64,62.1,0,14.1,208,89,20,32.6,105,65,27,38,12.8,6.3,6.2,3.2,23873,3354,12.2,4.8,23.2,4,18.2,3.7,21.5,4.3,4.8,3.3,10.4,4.8,1.6,1.6,0,0.5,6.7,2.9,1.2,1.9,6.3,3.7,0.6,0.9,0.5883,0.3383,0.6202,0.6393,2.1861,0.5835,0.9017,0.2618,0.9173,0.2799,2.3607,0.7086,0.4869,0.7419,1.2289,0.6508,0,0.7932,0.6371,0.4475,0.6007,2.4785,0.5737,8.2542,0.6849,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,371,200,8.9,4.8,3244
-1,1400000US42097080400,80400,42, Pennsylvania,PA,42097, Northumberland,42097080400,"Census Tract 804, Northumberland County, Pennsylvania",20.9158326,3435,132,1576,99,1468,87,440,150,96,38,24045,1818,334,75,650,87,731,98,410,81,110,42.7,66,194.6,12,39.5,0,14.1,477,83,27,17.7,47,27,13,7,12.8,4.4,5.1,1.9,24045,1818,13.2,2.9,18.9,2.5,21.3,2.7,11.9,2.3,7.5,2.9,1.9,5.7,0.4,1.2,0,0.9,30.3,4.5,1.8,1.2,3.2,1.8,0.4,0.2,0.5883,0.2152,0.612,0.6934,2.1089,0.5532,0.7102,0.5336,0.3731,0.5367,2.1536,0.583,0.0892,0.417,0.5062,0.2304,0,0.9975,0.764,0.2142,0.5171,2.4928,0.5805,7.2616,0.5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,332,114,9.7,3.2,1488
-1,1400000US42025020103,20103,42, Pennsylvania,PA,42025, Carbon,42025020103,"Census Tract 201.03, Carbon County, Pennsylvania",36.20878996,4332,373,2342,111,1572,151,553,301,344,134,25010,3294,238,96,745,125,956,146,558,195,95,72.5,317,545.5,0,40,0,14.1,66,44,0,14.1,77,50,19,13,12.8,7.2,17.4,6.6,25010,3294,7.5,3,17.2,2.8,22.1,2.8,12.9,4.3,6,4.6,7.3,12.6,0,1,0,0.6,2.8,1.9,0,0.9,4.9,3.2,0.4,0.3,0.5883,0.9027,0.5657,0.3402,2.3969,0.6518,0.5796,0.5964,0.4506,0.4089,2.0354,0.505,0.3862,0,0.3862,0.1549,0,0.694,0,0.3511,0.5386,1.5836,0.1909,6.4022,0.3598,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,596,215,13.8,4.9,2828
-1,1400000US42115032800,32800,42, Pennsylvania,PA,42115, Susquehanna,42115032800,"Census Tract 328, Susquehanna County, Pennsylvania",104.8816867,5217,229,2398,55,1959,78,665,164,170,45,25228,1433,406,89,898,89,1203,132,783,96,119,36.8,120,323.1,13,56.9,3,15.5,343,63,32,24.2,59,25,1,2,12.8,3.1,7,1.8,25228,1433,11.1,2.3,17.2,1.7,23.1,2.3,15,1.7,6.1,1.9,2.3,6.2,0.3,1.1,0.1,0.6,14.3,2.6,1.6,1.2,3,1.2,0,0,0.5883,0.426,0.5532,0.5787,2.1462,0.567,0.5796,0.6751,0.6141,0.4136,2.2823,0.6664,0.1185,0.3517,0.4701,0.2096,0.2326,0.9098,0.7276,0.1993,0.203,2.2724,0.4664,7.171,0.5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,511,104,9.8,2,5154
-1,1400000US42103950103,950103,42, Pennsylvania,PA,42103, Pike,42103950103,"Census Tract 9501.03, Pike County, Pennsylvania",0.6836461,2337,202,948,54,893,66,299,146,102,40,25533,2262,168,61,366,48,590,92,370,74,101,40.3,278,279.4,0,40,43,19.3,0,10,6,13.5,75,33,1,2,12.8,6.2,8.9,3.2,25533,2262,10.6,3.8,15.7,2.3,25.2,3.3,15.8,3.1,11.3,4.4,11.9,11.9,0,1.8,4.5,2,0,2.6,0.7,1.5,8.4,3.6,0,0.1,0.5883,0.6247,0.5354,0.547,2.2953,0.6155,0.4664,0.8069,0.6716,0.7488,2.6937,0.8595,0.5252,0,0.5252,0.2416,0.5581,0,0.4885,0.5532,0.2531,1.8529,0.2746,7.3671,0.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,83,11.3,3.4,1239
-1,1400000US42043023800,23800,42, Pennsylvania,PA,42043, Dauphin,42043023800,"Census Tract 238, Dauphin County, Pennsylvania",0.56414637,3781,292,1975,100,1785,110,483,202,119,68,25587,4663,255,70,582,130,726,179,605,154,126,63.8,851,389.7,0,40,730,154.9,0,10,54,60.6,302,108,1,3,12.8,5.1,5.3,3,25587,4663,11.1,3,15.4,3.5,19.2,4.5,16.1,3.8,7.1,3.5,22.5,10.2,0,1.1,37,7.6,0,1.3,3,3.4,16.9,6.1,0,0.1,0.5883,0.2357,0.5325,0.5787,1.9352,0.489,0.4428,0.3411,0.69,0.5012,1.9751,0.4652,0.7034,0,0.7034,0.3439,0.9605,0,0.8787,0.7677,0.2236,2.8305,0.74,7.4442,0.5507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,324,144,8.6,3.9,3283
