measure,year,county_name,numerator,denominator,rate,rate_lower,rate_upper
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Carbon,33,161769,12.9,8.7,18.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Centre,90,418984,23.8,19,29.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Centre,71,379865,17.2,13.3,21.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Chester,370,1266642,26.8,24.1,29.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Chester,276,1307154,17,15,19.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Clarion,29,94957,24.9,16.4,36.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Clarion,20,99488,13.8,8.4,22.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Clearfield,55,210892,20.8,15.5,27.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Clearfield,54,192748,19.5,14.4,26
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Clinton,23,96601,20.2,12.6,30.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Clinton,20,100770,15.3,9.2,24.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Columbia,60,160668,31.7,23.9,41.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Columbia,42,172275,17.8,12.6,24.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Crawford,78,212113,29.5,23,37.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Crawford,67,221338,21,16.1,27.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Cumberland,155,608033,22.2,18.7,26.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Cumberland,127,621851,14.1,11.7,17
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Dauphin,182,661612,25.6,21.9,29.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Dauphin,149,703178,16.8,14.1,19.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Delaware,377,1353386,26.2,23.5,29
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Delaware,341,1463539,17.9,15.9,20
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Elk,23,77308,21.6,13.3,33.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Elk,23,76914,18.2,11.1,28.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Erie,187,684942,24.6,21.1,28.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Erie,163,702588,18.1,15.4,21.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Fayette,99,329313,22.5,18.2,27.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Fayette,86,337637,15.7,12.4,19.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Forest,5,25109,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Forest,3,12068,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Franklin,133,376226,27.7,23.1,32.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Franklin,82,390474,15.1,11.9,19
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Fulton,13,36949,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Fulton,14,36212,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Greene,25,97127,22.4,14.2,33.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Greene,27,90040,22.8,14.5,34.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Huntingdon,40,121291,26.1,18.5,36.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Huntingdon,38,106946,24.2,16.7,34.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Indiana,52,216847,19.9,14.7,26.4
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Indiana,49,216887,17.1,12.4,23.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Jefferson,28,110346,18.9,12.4,27.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Jefferson,24,111565,15.2,9.3,23.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Juniata,20,61818,25,15.1,39.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Juniata,13,61860,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lackawanna,138,512938,21.2,17.8,25.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lackawanna,115,547711,14,11.4,17.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lancaster,372,1312346,24.9,22.4,27.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lancaster,317,1368601,17.9,15.9,20.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lawrence,55,213024,19.5,14.5,25.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lawrence,59,227525,16.6,12.3,21.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lebanon,93,337493,21.7,17.4,26.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lebanon,95,350036,17.9,14.3,22.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lehigh,248,879714,24.9,21.8,28.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lehigh,225,923527,18.8,16.3,21.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Luzerne,260,784846,27.2,23.9,30.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Luzerne,218,806261,17.4,15,20
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Lycoming,94,284217,26,20.8,32.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Lycoming,67,294182,15.3,11.7,19.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,McKean,30,108440,21.2,14.2,30.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,McKean,15,102718,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Mercer,94,280288,24.7,19.8,30.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Mercer,76,288688,17.4,13.5,22.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Mifflin,38,114097,24.2,16.9,33.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Mifflin,36,118301,20.3,13.9,29
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Monroe,105,412058,21.8,17.6,26.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Monroe,91,421945,16.7,13.3,20.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Montgomery,587,1991394,25.6,23.5,27.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Montgomery,553,2104903,19.1,17.5,20.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Montour,23,44259,40.8,25.5,62.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Montour,18,48095,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Northampton,258,740392,29.3,25.7,33.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Northampton,216,766565,19.3,16.7,22.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Northumberland,73,233892,24.9,19.3,31.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Northumberland,68,231944,18.9,14.4,24.6
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Perry,37,115422,26,17.8,36.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Perry,37,113406,24,16.6,33.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Philadelphia,806,3702626,23.2,21.6,24.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Philadelphia,804,4127013,17.7,16.4,19
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Pike,46,140533,23.2,16.6,31.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Pike,33,139451,15.1,10.3,21.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Potter,10,42731,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Potter,12,42752,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Schuylkill,122,369713,25.4,21,30.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Schuylkill,93,353736,17.9,14.2,22.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Snyder,37,99808,31,21.5,43.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Snyder,31,102093,20.7,14,30
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Somerset,67,196278,24.5,18.8,31.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Somerset,51,181544,17.1,12.5,23.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Sullivan,4,16350,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Sullivan,2,14894,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Susquehanna,26,104611,17.5,11.2,26.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Susquehanna,14,103108,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Tioga,24,103521,16.2,10.2,25
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Tioga,22,105353,14.8,9,23.3
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Union,38,123622,29.8,21,41.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Union,25,101233,18.8,11.9,28.5
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Venango,34,130472,18.2,12.4,26.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Venango,33,134427,15.1,10.2,22
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Warren,33,101128,22,14.7,32
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Warren,22,100540,12.5,7.8,19.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Washington,158,509391,23.1,19.6,27.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Washington,147,530542,19.2,16,22.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Wayne,45,135775,22.1,15.9,30.2
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Wayne,26,120287,14.5,9,22.7
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Westmoreland,294,873329,23.8,21.1,26.9
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Westmoreland,260,914469,16.8,14.7,19.1
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,Wyoming,17,69773,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,Wyoming,16,69004,NA,NA,NA
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among males",2013-2017,York,316,1093785,24.8,22.1,27.8
"Non-hodgkin lymphoma age-adjusted incidence rate per 100,000 among females",2013-2017,York,250,1118624,17,14.9,19.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Pennsylvania,41563,31293054,101.4,100.4,102.4
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Adams,348,251413,96,86,106.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Allegheny,3676,2962948,93.6,90.5,96.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Armstrong,288,166276,112.7,99.8,127
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Beaver,545,408216,89.1,81.6,97.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Bedford,179,121430,93.5,80.2,108.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Berks,1418,1020306,111.6,105.8,117.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Blair,390,305691,88.2,79.5,97.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Bradford,195,152139,83.4,72,96.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Bucks,2420,1538022,112,107.4,116.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Butler,698,460416,111.3,103,120.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Cambria,509,336148,99.7,91,109.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Cameron,24,11754,110.2,69,174.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Carbon,248,158865,99.2,87,112.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Centre,404,418984,97,87.6,107.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Chester,1629,1266642,102.2,97.1,107.4
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Clarion,113,94957,83.4,68.4,101.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Clearfield,337,210892,115.1,103,128.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Clinton,103,96601,81.1,66,99
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Columbia,206,160668,95,82.2,109.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Crawford,342,212113,107.3,96,119.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Cumberland,531,608033,66.9,61.2,73
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Dauphin,784,661612,95.3,88.6,102.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Delaware,1915,1353386,116.7,111.4,122.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Elk,179,77308,144.5,123.8,168.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Erie,933,684942,106.4,99.5,113.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Fayette,346,329313,69.3,62,77.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Forest,21,25109,62,38,110.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Franklin,314,376226,60.9,54.3,68.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Fulton,46,36949,77.3,56.4,104.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Greene,73,97127,59.3,46.1,75.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Huntingdon,143,121291,85.1,71.5,100.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Indiana,236,216847,81.3,71,92.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Jefferson,202,110346,122,105.6,140.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Juniata,48,61818,52.1,38.3,70
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lackawanna,581,512938,81.6,74.9,88.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lancaster,1453,1312346,88.1,83.5,92.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lawrence,321,213024,98.7,88,110.6
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lebanon,402,337493,87.5,79,96.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lehigh,1148,879714,105.3,99.1,111.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Luzerne,1162,784846,107.3,101.1,113.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Lycoming,332,284217,86,76.8,96.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,McKean,127,108440,85.8,71.2,102.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Mercer,493,280288,119.5,109,130.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Mifflin,116,114097,69,56.9,83.2
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Monroe,551,412058,99.9,91.4,109.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Montgomery,2836,1991394,110.4,106.3,114.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Montour,69,44259,109.7,85.1,140.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Northampton,1167,740392,118.7,111.8,125.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Northumberland,304,233892,87,77.4,97.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Perry,102,115422,59,47.6,72.7
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Philadelphia,5028,3702626,136,132.2,139.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Pike,182,140533,78.4,67.2,91.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Potter,70,42731,98.7,76.6,126.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Schuylkill,504,369713,95.2,86.9,104.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Snyder,100,99808,75.1,60.8,91.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Somerset,297,196278,98.8,87.7,111.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Sullivan,39,16350,129.5,90.2,186.6
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Susquehanna,159,104611,89.8,76.1,105.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Tioga,171,103521,106.4,90.8,124.3
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Union,126,123622,89.9,74.7,107.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Venango,225,130472,107.2,93.3,122.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Warren,151,101128,93.1,78.6,110
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Washington,726,509391,97.5,90.3,105.1
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Wayne,184,135775,87.4,74.9,101.8
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Westmoreland,1322,873329,95.1,90,100.5
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,Wyoming,112,69773,105.1,85.9,127.9
"Prostate (m) age-adjusted incidence rate per 100,000 among males",2013-2017,York,1160,1093785,82.9,78.1,88
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Pennsylvania,15238,31293054,41.1,40.5,41.8
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Pennsylvania,5039,32660223,10.6,10.3,10.9
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Adams,149,251413,44.4,37.4,52.3
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Adams,39,258658,10.4,7.3,14.6
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Allegheny,1445,2962948,39.9,37.9,42.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Allegheny,558,3178706,11.2,10.2,12.2
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Armstrong,106,166276,43.4,35.3,53
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Armstrong,20,168796,7.2,4.2,11.8
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Beaver,262,408216,46.6,41,52.8
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Beaver,82,433731,11.3,8.9,14.3
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Bedford,66,121430,36.2,27.9,46.5
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Bedford,16,121962,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Berks,516,1020306,44.5,40.7,48.6
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Berks,175,1054843,12.2,10.4,14.2
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Blair,156,305691,38.4,32.5,45.2
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Blair,53,320278,9.6,7.1,12.8
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Bradford,90,152139,39.6,31.7,49.2
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Bradford,21,154865,8,4.9,12.8
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Bucks,847,1538022,44.9,41.8,48.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Bucks,283,1597746,12.1,10.7,13.7
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Butler,211,460416,37.5,32.5,43.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Butler,75,471776,10.5,8.2,13.4
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Cambria,219,336148,46.5,40.4,53.4
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Cambria,66,346280,11.5,8.7,15
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Cameron,8,11754,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Cameron,3,11938,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Carbon,107,158865,47.5,38.7,57.9
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Carbon,35,161769,13.4,9.2,19.3
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Centre,119,418984,32,26.4,38.5
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Centre,30,379865,7,4.7,10.2
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Chester,529,1266642,39.5,36.1,43.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Chester,164,1307154,9.7,8.3,11.4
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Clarion,58,94957,46.4,35.1,60.5
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Clarion,19,99488,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Clearfield,89,210892,32.4,25.9,40.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Clearfield,27,192748,8.9,5.7,13.5
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Clinton,59,96601,49.3,37.5,64
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Clinton,11,100770,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Columbia,93,160668,46.1,37,56.9
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Columbia,28,172275,11.7,7.5,17.6
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Crawford,127,212113,44.4,36.8,53.2
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Crawford,38,221338,11.7,8.1,16.4
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Cumberland,277,608033,39.1,34.6,44.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Cumberland,84,621851,9.4,7.4,11.7
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Dauphin,281,661612,38.1,33.7,43
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Dauphin,102,703178,10.3,8.4,12.7
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Delaware,611,1353386,41.1,37.8,44.5
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Delaware,211,1463539,10.5,9.1,12.1
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Elk,41,77308,36.5,26,50.5
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Elk,13,76914,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Erie,341,684942,44,39.3,49.1
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Erie,113,702588,11.5,9.4,14
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Fayette,177,329313,40.6,34.7,47.3
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Fayette,45,337637,8,5.8,11
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Forest,10,25109,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Forest,4,12068,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Franklin,160,376226,33.6,28.5,39.4
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Franklin,44,390474,7.7,5.5,10.6
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Fulton,15,36949,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Fulton,9,36212,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Greene,45,97127,41.2,29.8,55.8
"Urinary bladder age-adjusted incidence rate per 100,000 among females",2013-2017,Greene,12,90040,NA,NA,NA
"Urinary bladder age-adjusted incidence rate per 100,000 among males",2013-2017,Huntingdon,57,121291,38.6,29.1,50.4
